ticker,quarter_ended,total_income,net_profit_loss,earnings_per_share
INFOLLION,31-Mar-25,"4,335.76",644.58,6.65
OSELDEVICE,30-Sep-24,-,801.33,-
INTENTECH,31-Mar-25,"3,595.36",272.08,1.21
MURUDCERA,31-Dec-24,"5,026.79",184.89,0.31
MCLEODRUSS,31-Dec-24,"33,497.00","-7,813.00",-7.48
USK,31-Dec-24,"4,492.38",150.13,0.27
BHAGYANGR,31-Dec-24,142.5,9.69,0.03
VISASTEEL,31-Dec-24,"11,907.00","-1,727.50",-1.49
ZODIACLOTH,31-Dec-24,"4,680.28",-948.18,-3.65
SHRADHA,31-Dec-24,575.35,265.99,0.53
VISHWARAJ,31-Dec-24,"9,381.71",62.76,0.03
A2ZINFRA,31-Dec-24,"1,210.56",33.01,0.02
RANEENGINE,31-Dec-24,"13,153.00",-886,-12.25
PILITA,31-Mar-25,"2,699.47",107.19,0.05
EFACTOR,30-Sep-24,-,134.61,-
ROCKINGDCE,30-Sep-24,-,319.57,-
ODIGMA,31-Dec-24,"1,019.90",13.91,0.04
,,,,
RAJTV,31-Dec-24,"4,291.38",26.78,0.05
DEVIT,31-Dec-24,"4,284.89",209.49,0.93
SVLL,31-Mar-25,"4,116.88",110.48,0.96
MARALOVER,31-Mar-25,"28,148.00",-23,-0.06
TECHERA,30-Sep-24,-,-122.88,-
NECCLTD,31-Dec-24,"8,107.97",194.43,0.2
RUCHINFRA,31-Dec-24,"1,076.00",31,-0.02
INDOWIND,31-Dec-24,572.62,13.04,0.01
VIRINCHI,31-Dec-24,"4,020.58",331.8,0.33
FELIX,30-Sep-24,-,277.32,-
RAJMET,31-Dec-24,"23,403.00",9,-
,,,,
SDREAMS,30-Sep-24,-,-53.09,-
POSITRON,31-Mar-25,"26,942.62","1,303.92",19.15
PAR,31-Mar-25,"2,311.89",165.1,1.34
LAKSHYA,31-Mar-25,"9,419.20",839.12,8.58
AARON,31-Mar-25,"2,417.80",275.34,2.64
MEGASTAR,31-Dec-24,"8,871.71",48.74,0.43
LANCORHOL,31-Dec-24,"4,604.63",127.86,0.18
MODIRUBBER,31-Dec-24,422.75,-317.21,-1.27
PROPEQUITY,31-Mar-25,"1,633.58",659.43,6.29
SURANI,30-Sep-24,-,117.17,-
KCK,30-Sep-24,-,21.68,-
MAGNUM,31-Dec-24,"10,327.30",836.92,1.31
NURECA,31-Mar-25,"3,373.30",246.7,2.47
KBCGLOBAL,31-Dec-24,116.59,"-2,076.57",-0.08
ZEELEARN,31-Dec-24,"4,845.00",216.25,0.07
NIRMAN,30-Sep-24,-,"1,145.15",-
RAMANEWS,31-Dec-24,"1,369.67","-8,064.59",-0.47
PPAP,31-Dec-24,"13,640.50",332.74,2.36
GOLDKART,31-Mar-25,"4,785.14",148.25,0.88
MAHASTEEL,31-Dec-24,"19,985.60",102.92,0.63
RPPL,31-Dec-24,"7,406.82",167.14,0.23
CRAYONS,30-Sep-24,-,353.3,-
GOLDSTAR,31-Mar-25,"2,703.21",117.27,0.06
LGBFORGE,31-Mar-24,"1,984.38",-322.06,-0.1
TTL,31-Dec-24,"5,676.03",101.49,0.47
THOMASCOTT,31-Dec-24,"4,558.58",300.44,7.96
IEL,31-Mar-25,"1,553.00","-11,912.00",-6.02
PRLIND,30-Sep-24,-,550.66,-
CROWN,31-Dec-24,931.22,264.11,2.35
VETO,31-Dec-24,"5,647.08",383.78,2.01
RKEC,31-Dec-24,"11,947.69",634.73,2.65
MANCREDIT,31-Mar-25,"1,336.55",261.76,1.34
AURDIS,30-Sep-24,-,612.8,-
COMSYN,31-Dec-24,"8,458.96",327.27,0.82
CORDSCABLE,31-Dec-24,"20,606.66",467.65,3.61
NOIDATOLL,31-Dec-24,"1,029.45","-23,718.01",-12.74
TAKE,31-Dec-24,290.7,94.1,0.13
OMAXAUTO,31-Mar-25,"12,000.05",49.15,0.23
SUPREMEINF,31-Dec-23,873.89,"-29,233.63",-113.76
USHAFIN,31-Mar-25,"3,381.08",875.95,4.2
ANLON,31-Mar-25,"3,158.76",394.03,6.3
STARTECK,31-Dec-24,834.53,304.4,3.07
ALPHAGEO,31-Dec-24,"1,146.31",-779.35,-12.25
PARAGON,30-Sep-24,-,170.52,-
SHIVATEX,31-Dec-24,"7,546.94",179.89,1.39
DTIL,31-Dec-24,"10,037.74",507.42,4.83
DELPHIFX,31-Mar-25,"1,730.60",287.3,2.58
ROXHITECH,30-Sep-24,-,"1,020.86",-
JEYYAM,30-Sep-24,-,953.51,-
AKANKSHA,30-Sep-24,-,82.37,-
OCCL,31-Dec-24,969.65,150.45,1.51
DUCON,31-Dec-24,"6,318.14",115.95,0.04
SONAMLTD,31-Mar-25,"3,217.32",169.58,0.42
GINNIFILA,31-Mar-25,"10,510.65",478.77,0.56
AHLEAST,31-Dec-24,"3,783.14",824.58,4.77
,,,,
UNITEDPOLY,31-Dec-24,"15,268.70",505.3,2.2
INDTERRAIN,31-Dec-24,"9,780.00",-344,-0.75
TUNWAL,30-Sep-24,-,538.16,-
KANPRPLA,31-Mar-25,"18,922.91",299.6,1.33
INVENTURE,31-Dec-24,967.93,82.39,0.01
IPHL,30-Sep-24,-,409.31,-
AKSHARCHEM,31-Dec-24,"9,075.08",119.05,1.48
VR,31-Mar-25,681.48,79.23,0.89
INNOMET,30-Sep-24,-,170.56,-
PIGL,31-Dec-24,"3,414.41",287.85,1.79
CANARYS,30-Sep-24,-,408.01,-
CMNL,30-Sep-24,-,617.1,-
NITIRAJ,31-Dec-24,"3,716.82",651.44,6.36
HINDCON,31-Dec-24,"1,610.73",137.57,0.27
SMARTLINK,31-Mar-25,"3,283.83",174.1,1.75
DIGIKORE,30-Sep-24,-,303.77,-
MADHUSUDAN,30-Sep-24,-,566.42,-
PRAXIS,31-Mar-25,"2,746.96","-1,438.90",-1.06
MASON,30-Sep-24,-,629.24,-
KONSTELEC,30-Sep-24,-,323.67,-
EQUIPPP,31-Dec-24,32.98,-15.17,-0.01
PANSARI,31-Dec-24,496.52,57.74,0.33
DGCONTENT,31-Dec-24,60,-322,-0.55
ZEAL,30-Sep-24,-,876,-
GENCON,31-Dec-24,"9,392.54",182.07,0.53
PRAENG,31-Dec-24,996.06,-118.98,-0.18
AERON,30-Sep-24,-,665.26,-
UNIVASTU,31-Dec-24,"2,296.70",310,2.73
LOYALTEX,31-Dec-24,"15,869.80","-2,783.51",-57.79
ARHAM,30-Sep-24,-,240.53,-
PANACHE,31-Mar-25,"6,033.60",225.66,1.61
SUPERHOUSE,31-Dec-24,"12,307.74",299.31,2.71
RBS,30-Sep-24,-,806.44,-
SMLT,31-Dec-24,"4,446.73",122.02,0.92
GRCL,30-Sep-24,-,127.17,-
TIPSFILMS,31-Mar-25,"6,059.46","-3,270.92",-75.67
COMPUSOFT,31-Dec-24,792.92,39.85,0.05
JMA,31-Dec-24,"10,955.88",518.48,2.27
SADBHIN,31-Dec-24,303.3,"-1,741.50",-0.49
ARCHIDPLY,31-Dec-24,"11,167.63",89.25,0.45
ONDOOR,30-Sep-24,-,306.87,-
DCG,31-Mar-24,-,417.03,-
ANIKINDS,31-Dec-24,"2,995.91",85.7,0.31
BSL,31-Dec-24,"16,991.39",304.51,2.96
ISFT,31-Dec-24,431.06,4.3,0.03
UMANGDAIRY,31-Dec-24,"6,150.46",88.34,0.4
,,,,
LLOYDS,31-Mar-25,"2,464.06",-488.58,-20.8
NIRAJ,31-Dec-24,"12,107.32",221.96,0.51
MAHAPEXLTD,31-Dec-24,586.55,570.68,4.05
SONAMAC,30-Sep-24,-,266.86,-
OSWALSEEDS,31-Dec-24,"3,828.62",109.23,0.12
SAH,31-Mar-25,"3,131.97",-38.09,-0.15
RAJSREESUG,31-Dec-24,"8,751.58","-2,043.71",-6.17
OILCOUNTUB,31-Mar-25,"3,539.15","-1,054.17",-2.35
YASHOPTICS,30-Sep-24,-,454.97,-
ALPA,31-Dec-24,"3,495.19",889.3,4.24
ENSER,30-Sep-24,-,485.33,-
TAINWALCHM,31-Dec-24,516.12,16.36,0.17
SURANASOL,31-Mar-25,294.07,-71.34,-0.14
EMMBI,31-Dec-24,"10,293.92",175.85,0.98
DPEL,30-Sep-24,-,450.42,-
SECL,30-Sep-24,-,76.64,-
AARTECH,31-Dec-24,"1,029.18",180.09,0.57
SHREEOSFM,30-Sep-24,-,478.17,-
ASPINWALL,31-Dec-24,"8,760.00",471,6.02
SHAH,31-Mar-25,"4,215.19",381.03,0.07
UNITEDTEA,31-Dec-24,"2,486.96",451.83,9.04
AMJLAND,31-Mar-25,"2,729.64","1,098.10",2.54
TROM,30-Sep-24,-,413.2,-
LAGNAM,31-Mar-25,"16,300.33",854.45,4.84
,,,,
UNIHEALTH,30-Sep-24,-,112.75,-
ESPRIT,31-Mar-25,"16,229.72",860.95,3.93
ENVIRO,31-Mar-25,"3,546.29","1,122.32",5.97
DELAPLEX,30-Sep-24,-,481.24,-
IVP,31-Mar-25,"15,030.00",383,3.71
CORALFINAC,31-Dec-24,440.18,233.41,0.58
SIGIND,31-Dec-24,"30,430.01",452.11,1.41
KLL,30-Sep-24,-,612.33,-
CAPTRUST,31-Dec-24,"2,519.82",5.88,0.03
INCREDIBLE,31-Dec-24,"16,235.03",302.54,0.65
HINDNATGLS,31-Dec-24,"42,311.68",-670.59,-0.75
GRETEX,30-Sep-24,-,42.37,-
SSFL,30-Sep-24,-,490.79,-
GTL,31-Mar-25,"7,062.60","1,121.09",-0.71
INDBANK,31-Mar-25,531.28,113.79,0.26
SHIGAN,30-Sep-24,-,425.42,-
WORTH,31-Dec-24,"4,986.04",412.56,2.62
INM,30-Sep-24,-,390.04,-
LOVABLE,31-Dec-24,964.23,-265.38,-1.79
QMSMEDI,30-Sep-24,-,500.7,-
SOMICONVEY,31-Dec-24,"2,774.85",148.12,1.26
AARVI,31-Dec-24,"12,086.09",135.63,0.92
GILLANDERS,31-Mar-25,"10,801.41",203.87,0.96
TEXMOPIPES,31-Dec-24,"10,442.97",488.08,1.67
GVPTECH,31-Dec-24,26.06,-68.4,-0.04
CTE,31-Dec-24,"1,775.46",-85.44,-0.44
SALSTEEL,31-Dec-24,"19,382.00",-68,-0.08
MODTHREAD,31-Dec-24,"7,440.05",-14.93,-0.04
BEACON,30-Sep-24,-,420.08,-
WEIZMANIND,31-Dec-24,"2,867.46",236.92,1.51
,,,,
RAJPUTANA,30-Sep-24,-,187.65,-
DENEERS,30-Sep-24,-,880.52,-
GSS,31-Dec-24,232.85,14.9,0.06
BAGFILMS,31-Dec-24,974.99,18.79,0.01
CENTEXT,31-Dec-24,"10,360.00",245,0.31
BALPHARMA,31-Dec-24,"7,370.49",115.59,0.73
DHRUV,31-Mar-25,"2,802.94",199.23,1.13
PRITIKA,31-Mar-25,"2,879.42",153.45,0.58
KALYANIFRG,31-Dec-24,"5,937.10",181.82,5
ARVEE,31-Mar-25,665.81,6.91,0.06
SATECH,31-Mar-25,"4,919.86",292.33,2.87
KHFM,31-Mar-22,-,-449.16,-4.54
MANAKALUCO,31-Dec-24,"13,995.68",165.1,0.25
JHS,31-Dec-24,"2,293.38",-183.54,-0.21
PRITI,31-Dec-24,"2,243.89",144.99,1.09
QUESTLAB,30-Sep-24,-,800.85,-
MHLXMIRU,31-Dec-24,"2,590.17",541.54,5.1
MAITREYA,30-Sep-24,-,134.61,-
BAFNAPH,31-Dec-24,"3,337.72",94.77,0.4
HDIL,31-Dec-23,63.19,-177.69,-0.12
AIROLAM,31-Dec-24,"5,521.02",123.62,0.82
MAHESHWARI,31-Dec-24,"23,005.68",300.8,1.02
NAMAN,31-Mar-25,"8,997.17",147.26,1.14
,,,,
VITAL,30-Sep-24,-,276.82,-
KREBSBIO,31-Dec-24,"1,171.84",-773.89,-3.59
VAISHALI,31-Dec-24,"2,898.20",144.25,0.98
FIDEL,31-Mar-25,"2,927.61",485.25,3.53
BAIDFIN,31-Mar-25,"2,213.60",363.87,0.3
XELPMOC,31-Dec-24,99.89,-185.15,-1.26
DUCOL,30-Sep-24,-,264.01,-
MANGALAM,31-Mar-25,"7,324.90",5.94,0.04
SYLVANPLY,30-Sep-24,-,340.06,-
MDL,30-Sep-24,-,86.7,-
KEYFINSERV,31-Dec-24,84.77,-80.32,-1.14
GANGESSECU,31-Mar-25,65.97,-55.55,-0.56
HILTON,31-Dec-24,"4,071.73",45.43,0.19
USASEEDS,30-Sep-24,-,258.74,-
MUKTAARTS,31-Dec-24,915.58,374.72,1.66
RHFL,31-Dec-24,31.24,-191.76,-0.04
DCM,31-Dec-24,458,203,1.08
JOCIL,31-Dec-24,"22,005.54",-262.89,-2.96
LAMBODHARA,31-Dec-24,"6,087.03",151.89,1.46
SIL,31-Dec-24,300.12,-639.42,-0.99
ATAM,31-Dec-24,"1,738.61",157.55,1.37
SELMC,31-Dec-24,457.44,"-1,598.71",-4.82
SUNLITE,30-Sep-24,-,705.96,-
RULKA,30-Sep-24,-,93.76,-
PRIZOR,30-Sep-24,-,428.15,-
SIKKO,31-Dec-24,"1,172.12",129.73,0.77
CHETANA,30-Sep-24,-,"1,011.23",-
ANMOL,31-Mar-25,"31,557.00",160,0.28
GREENCHEF,30-Sep-24,-,481,-
SHEKHAWATI,31-Mar-25,"1,104.27",-,-0.05
FORCAS,30-Sep-24,-,290.81,-
TARMAT,31-Dec-24,"2,637.47",33.73,0.16
SPLIL,31-Dec-24,"2,973.59",30.13,0.1
SETCO,31-Dec-24,-28,-105,-0.08
FONEBOX,30-Sep-24,-,171.78,-
EROSMEDIA,30-Jun-24,"4,226.00",-664,-0.69
AISL,31-Mar-25,"11,865.63",492.19,4.81
AKI,31-Dec-24,"2,308.24",66.97,0.08
,,,,
HOMESFY,30-Sep-24,-,152.95,-
UHTL,30-Sep-24,-,305.91,-
JAINAM,31-Mar-22,-,"1,293.74",12.29
LATTEYS,31-Dec-24,"1,747.84",23.74,0.04
AMBEY,30-Sep-24,-,296.56,-
REGENCERAM,31-Dec-24,440.92,-383.42,-1.45
BHANDARI,31-Dec-24,"6,302.74",201.81,0.08
RELCHEMQ,31-Dec-24,"9,279.22",19.31,0.26
ENFUSE,30-Sep-24,-,232.35,-
ANSALAPI,31-Dec-24,"21,177.00","1,297.00",0.82
IPSL,31-Mar-25,"17,482.44",409.12,5.27
GICL,30-Sep-24,-,134.6,-
INDIANCARD,31-Dec-24,"1,393.54",-26.2,-0.41
MITCON,31-Dec-24,"1,170.59",82.09,0.59
ZENITHDRUG,30-Sep-24,-,571.88,-
DIGIDRIVE,31-Dec-24,739,-11,-0.03
HVAX,31-Mar-25,"8,494.46",721.87,27.2
TOUCHWOOD,31-Dec-24,"3,611.13",329.43,2.97
WIPL,31-Dec-24,"3,093.00",95,1.13
KAKATCEM,31-Dec-24,"2,031.17",-459,-5.9
HPIL,31-Dec-24,"2,096.11",30.14,0.26
RAPPID,31-Mar-25,"3,271.57",364.22,7
SHRITECH,30-Sep-24,-,764.37,-
SURYALAXMI,31-Dec-24,"19,469.63",91.72,0.49
ACCURACY,31-Dec-24,"25,352.80",84.22,0.06
PULZ,30-Sep-24,-,357.18,-
DRSDILIP,30-Sep-24,-,452.38,-
DBSTOCKBRO,31-Mar-25,770.09,133.23,0.38
BHARATGEAR,31-Dec-24,"14,236.00","-1,029.00",-6.7
EFORCE,30-Sep-24,-,10.39,-
ASHALOG,30-Sep-24,-,128.24,-
PATINTLOG,31-Dec-24,"9,042.13",217.89,0.33
BEARDSELL,31-Dec-24,"6,149.00",244,0.62
ARTNIRMAN,31-Dec-24,463.89,27.8,0.11
PRAMARA,30-Sep-24,-,204.31,-
AKSHOPTFBR,31-Dec-24,"2,875.98",-292.52,-0.18
ZENITHEXPO,31-Dec-24,"1,957.00",67,1.24
PRAKASHSTL,31-Dec-24,"1,927.92",67.58,0.04
KOHINOOR,31-Dec-24,"2,010.00",-828,-2.24
ALUWIND,30-Sep-24,-,226.01,-
SALONA,31-Dec-24,"15,838.93",158.43,3.01
DESTINY,30-Sep-24,-,150.25,-
BTML,31-Dec-24,"1,095.88",117.28,0.09
PKTEA,31-Dec-24,"1,272.07",-362.85,-11.72
DECCANTRAN,30-Sep-24,-,141.19,-
GAYAPROJ,31-Dec-22,"26,249.66","-29,195.66",-15.6
KEL,30-Sep-24,-,360.25,-
VISESHINFO,31-Dec-24,11.11,-84.37,-
SRIVASAVI,31-Mar-25,"5,022.23",249.34,1.76
IBLFL,31-Mar-25,715.87,100.44,0.41
3RDROCK,31-Mar-22,-,"-1,252.34",-
AVROIND,31-Dec-24,"2,546.49",103.77,0.98
SOTAC,30-Sep-24,-,211.64,-
ASCOM,31-Mar-25,683.85,-,-
PALASHSECU,31-Mar-25,"1,411.11",-874.13,-7.51
MADHAVBAUG,30-Sep-24,-,236.15,-
AAATECH,31-Mar-25,"1,099.78",99.76,0.78
STEELCITY,31-Mar-25,"1,514.03",315.48,2.06
PRUDMOULI,31-Dec-24,"3,441.17",67.81,0.21
PIONEEREMB,31-Dec-24,"9,672.70",219.73,0.71
VASWANI,31-Dec-24,"10,265.13",176.98,0.58
TOTAL,31-Dec-24,"14,540.91",328.54,2.04
LOTUSEYE,31-Dec-24,"1,246.77",-23.91,-0.11
AUSOMENT,31-Dec-24,161.34,68.48,0.5
SWASTIK,30-Sep-24,-,228.59,-
CUBEXTUB,31-Dec-24,"7,329.18",214.44,1.5
TFL,31-Mar-25,739.68,274.41,0.53
SHUBHSHREE,30-Sep-24,-,403.56,-
GLOBE,31-Dec-24,"14,653.64",159.62,0.05
LPDC,31-Dec-24,62.77,13.44,0.01
SFML,30-Sep-24,"16,228.79",400.18,-
,,,,
APRAMEYA,31-Mar-25,"12,674.62","1,784.25",10.26
SHAHALLOYS,31-Dec-24,"5,200.00","-1,526.00",-7.7
SEMAC,31-Dec-24,"4,212.90",-152.89,-4.9
VEEKAYEM,30-Sep-24,-,296.67,-
TPHQ,31-Mar-25,"1,660.70",12.51,-
FIBERWEB,31-Dec-24,"2,521.35",355.03,1.23
FRETAIL,31-Dec-21,"2,79,173.00","-1,07,819.00",-19.88
,,,,
MOTOGENFIN,31-Dec-24,247.36,17.16,0.04
ZENITHSTL,31-Dec-24,"3,662.78",-20.03,-0.01
,,,,
MACOBSTECH,30-Sep-24,-,183.79,-
,,,,
GOYALALUM,31-Dec-24,"1,991.51",47.22,0.03
SUNDARAM,31-Dec-24,"2,135.89",-268.53,-0.06
DTL,31-Mar-25,"3,505.88",-78.11,-0.69
SOMATEX,31-Dec-24,118,-34,-0.1
AHLADA,31-Dec-24,"2,612.12",35.38,0.27
HOLMARC,30-Sep-24,-,123.77,-
TRANSTEEL,30-Sep-24,-,463.65,-
TERASOFT,31-Mar-25,"3,459.22",295.26,2.36
EXCEL,31-Mar-25,525.05,-191.29,0.01
SAMPANN,31-Mar-25,"3,255.15",545.69,1.34
SEL,30-Sep-24,-,82.05,-
LASA,31-Dec-24,"3,322.20",549.39,1.1
AJOONI,31-Dec-24,"3,442.09",73.02,0.04
SCML,30-Sep-24,-,455.12,-
PARTYCRUS,30-Sep-24,-,354.24,-
AUSL,30-Sep-24,-,519.95,-
AMDIND,31-Dec-24,"4,513.58",-169.15,-0.88
BRACEPORT,30-Sep-24,-,360.2,-
BVCL,31-Dec-24,"5,477.31",138.51,0.63
,,,,
FCONSUMER,31-Dec-24,625.73,-982.92,-0.05
AARVEEDEN,31-Dec-24,"2,856.51",-694.3,-2.96
BANKA,31-Dec-24,"1,430.18",-146.45,-1.35
WOMANCART,31-Mar-25,"3,816.63",452.83,17.01
MASTER,31-Mar-25,"2,472.22",481.9,12.05
DHARIWAL,30-Sep-24,-,268.04,-
INDSWFTLTD,31-Dec-24,"12,278.25",-549.84,-1.02
SKIL,30-Jun-24,-,-31.87,-0.01
GROBTEA,31-Dec-24,"2,799.48",65.09,5.6
AGRITECH,31-Mar-25,5.88,-25.89,-0.41
TIMESGTY,31-Dec-24,85.07,57.6,0.64
ENERGYDEV,31-Dec-24,370.32,"-5,697.98",-12
ALKALI,31-Mar-25,"2,510.44",435.47,4.28
YAARI,31-Mar-25,1,"-5,178.00",-5.16
VINNY,31-Dec-24,"3,265.10",359.06,0.11
AAKASH,31-Mar-25,"2,614.91",27.5,0.03
PALREDTEC,31-Dec-24,136.81,65.69,0.53
BLUEPEBBLE,31-Mar-25,"2,268.00",129.45,3.17
NAGREEKEXP,31-Dec-24,"10,494.80",86.5,0.28
OBCL,31-Dec-24,"7,679.18",7.02,0.03
,,,,
AVIANSH,30-Sep-24,-,100.56,-
MARCO,31-Mar-25,"6,277.64",246.73,1.32
SECURKLOUD,31-Dec-24,"1,248.84",153.99,0.46
PARAMATRIX,30-Sep-24,-,155.9,-
CEREBRAINT,31-Dec-24,"1,074.83",-829.06,-0.74
HECPROJECT,31-Dec-24,"2,779.34",143.14,1.41
ASPIRE,30-Sep-24,-,216.03,-
TOKYOPLAST,31-Mar-25,"1,731.98",47.5,0.5
SUVIDHAA,31-Dec-24,84.39,-235.53,-0.11
VLINFRA,30-Sep-24,-,354.97,-
GRAPHISAD,30-Sep-24,-,365.77,-
MCL,31-Dec-24,"3,300.12",90.54,0.33
,,,,
DIVYADHAN,30-Sep-24,-,141.82,-
DANGEE,31-Dec-24,770.85,15.09,0.01
MCON,30-Sep-24,-,125.57,-
ARIHANTACA,30-Sep-24,-,231.94,-
CADSYS,30-Sep-24,-,23.7,-
SAMBHAAV,31-Mar-25,"1,012.35",8.35,0.01
DURLAX,31-Mar-25,"6,535.59",409.83,2.46
CINEVISTA,31-Dec-24,4.03,-224.49,-
GLOBALPET,30-Sep-24,-,52.11,-
BIOFILCHEM,31-Dec-24,"1,421.82",16.45,0.1
ARSHIYA,31-Mar-24,449.89,"-1,03,373.17",-39.23
MIEL,30-Sep-24,-,302.9,-
NEELAM,30-Sep-24,-,91.7,-
ORIENTLTD,31-Dec-24,"3,494.55",-75.47,-0.75
DAMODARIND,31-Dec-24,"12,333.88",160.54,0.14
SECMARK,31-Mar-25,"1,271.04",393.46,3.78
ARVINDPORT,30-Sep-24,-,309.18,-
,,,,
MYMUDRA,30-Sep-24,-,286.81,-
21STCENMGM,31-Dec-24,-215.95,-369.57,-3.52
MOKSH,31-Mar-25,"16,953.75",129.78,0.15
ONYX,30-Sep-24,"3,113.67",298.56,-
LCCINFOTEC,31-Dec-24,3.8,-42.92,-0.03
RILINFRA,30-Sep-24,-,29.97,-
DELTAMAGNT,31-Dec-24,"1,523.42",-581.74,-0.84
,,,,
SLONE,30-Sep-24,-,472.12,-
ASTRON,31-Dec-24,136.26,"-2,618.71",-5.63
DIGJAMLMTD,31-Dec-24,617.45,152.16,0.76
UNILEX,30-Sep-24,-,419.2,-
BLBLIMITED,31-Dec-24,"7,337.00",-490,-0.93
HISARMETAL,31-Dec-24,"5,707.00",82,1.52
MHHL,30-Sep-24,-,482.26,-
SIMBHALS,31-Dec-24,"26,832.27",-265.9,-0.64
GANGAFORGE,31-Dec-24,"1,197.56",26.91,0.02
MEP,31-Mar-24,"2,603.87","-60,489.84",-32.49
PRECISION,30-Sep-24,-,115.91,-
PROLIFE,30-Sep-24,-,375.45,-
MAL,30-Sep-24,-,94.15,-
GSMFOILS,31-Mar-25,"4,562.60",341.95,2.67
DOLLEX,30-Sep-24,-,434.77,-
FORGEAUTO,30-Sep-24,-,402.58,-
AUROIMPEX,30-Sep-24,-,232.37,-
ATALREAL,31-Mar-25,"4,351.95",49.33,0.09
SYNOPTICS,30-Sep-24,-,345.92,-
PPSL,30-Sep-24,-,244.28,-
WOL3D,30-Sep-24,-,292.7,-
PRANIK,30-Sep-24,-,283.42,-
,,,,
SILKFLEX,31-Mar-25,"4,508.39",380.85,3.4
AVSL,30-Sep-24,-,110.59,-
DIL,31-Dec-24,73.97,-20.49,-0.01
ARABIAN,30-Sep-24,-,463.51,-
MADHUCON,31-Dec-24,"12,533.26",-295.61,-0.4
HBSL,31-Mar-25,29.25,-712.93,-9.99
PNC,31-Dec-24,326.36,-36.52,-0.25
HOVS,31-Dec-24,671.36,132.6,1.05
CELEBRITY,31-Dec-24,"3,823.00",-337,-0.6
ARCHIES,31-Dec-24,"2,079.62",2.83,0.1
SIDDHIKA,31-Mar-25,"2,608.79",403.33,6.53
KONTOR,31-Mar-25,"1,187.13",268.71,4.35
AGROPHOS,31-Dec-24,"2,283.89",249.42,1.23
PATTECH,30-Sep-24,-,96.37,-
BABAFP,30-Sep-24,-,239.85,-
KARMAENG,31-Dec-24,122.1,-140.05,-1.21
LEXUS,31-Dec-24,"1,921.91",7.89,0.04
MAHICKRA,30-Sep-24,-,134.64,-
SERVICE,30-Sep-24,-,233.02,2.03
PRESSTONIC,31-Mar-25,"1,807.94",529.07,6.86
AGNI,30-Sep-24,-,15.4,-
,,,,
TREEHOUSE,31-Mar-25,182,"-1,547.00",-3.7
PREMIUM,30-Sep-24,"2,327.27",260.6,-
AKSHAR,31-Mar-25,"3,143.51",-114.25,-0.01
,,,,
OMFURN,30-Sep-24,-,339.58,-
,,,,
AROGRANITE,31-Mar-25,"3,195.08",2.25,0.03
SVPGLOB,31-Dec-24,-,-197.97,-0.16
DEEM,30-Sep-24,-,188.4,-
BULKCORP,30-Sep-24,-,139.16,-
KAVVERITEL,31-Dec-24,677.25,212.22,1.05
RELIABLE,31-Dec-24,"2,136.26",237.22,2.3
AMEYA,31-Mar-25,"1,995.08",242.38,3.23
AKIKO,30-Sep-24,-,222.7,-
MEDIORG,30-Sep-24,-,151.07,-
TRIDHYA,30-Sep-24,-,68.75,-
NIBL,31-Dec-24,"1,740.34",-564.87,-2.33
ARISTO,30-Sep-24,-,455.34,-
3PLAND,31-Mar-25,92.6,37.34,0.21
PENTAGON,31-Mar-25,"2,544.21",175.91,2.28
BMETRICS,30-Sep-24,-,149.85,-
QUICKTOUCH,30-Sep-24,-,360.19,-
SHIVAMILLS,31-Dec-24,"3,629.82",-146.97,-1.7
CPS,30-Sep-24,-,-47.95,-
BALKRISHNA,31-Dec-24,67.03,-180.68,-0.44
ROML,31-Mar-25,"3,224.08",131.24,0.88
JFLLIFE,30-Sep-24,-,333.32,-
MBECL,31-Dec-24,"2,867.19","-27,654.22",-13.07
BANG,31-Dec-24,"5,146.78",32.37,0.24
MALUPAPER,31-Dec-24,"6,275.59",-367.34,-2.15
SITINET,31-Dec-24,"8,289.80","-5,297.50",-0.61
BANARBEADS,31-Dec-24,620.39,49.97,0.75
WEWIN,31-Mar-25,"2,081.01",109.41,1.09
HRHNEXT,31-Mar-25,"2,949.95",109.74,0.83
SANGANI,30-Sep-24,-,170.79,-
VISHWAS,30-Sep-24,-,290.39,-
MARSHALL,30-Jun-24,917.65,-146.23,-0.61
,,,,
MAGSON,30-Sep-24,-,25.77,-
KEEPLEARN,31-Dec-24,222.08,13.44,0.01
REXPIPES,31-Mar-25,"6,018.81",351.46,3.72
VIAZ,30-Sep-24,-,130.07,-
MVKAGRO,30-Sep-24,-,299.59,-
VDEAL,30-Sep-24,-,124.82,-
JETFREIGHT,31-Dec-24,"9,462.57",156.15,0.34
SEYAIND,31-Dec-24,338.59,-147.06,-0.55
FMNL,31-Dec-24,"2,571.64",628.44,1.05
SHEETAL,30-Sep-24,-,132.62,-
SILGO,31-Dec-24,"1,015.34",100.71,0.54
GOLDENTOBC,31-Dec-21,382.53,-154.96,-0.88
LFIC,31-Dec-24,202.34,-201.84,-6.73
AMBANIORGO,30-Sep-24,-,-180.83,-
VERTEXPLUS,30-Sep-24,-,-172.94,-
MILTON,31-Mar-22,-,173.87,-
MANUGRAPH,31-Dec-24,670.6,-455.35,-1.47
ORIENTALTL,31-Dec-24,236.44,426.18,0.71
RKDL,31-Dec-24,"2,000.20",2.49,0.01
,,,,
VSCL,30-Sep-24,-,-330.44,-
SUPREMEENG,31-Dec-24,491.96,-59.22,-0.24
